"","id","title","author","year","total_weeks","first_week","debut_rank","best_rank"
"3247",392,"ALL TOGETHER DEAD","Charlaine Harris",2007,3,2007-05-20,15,6
"3248",3920,"SAPPHIRA AND THE SLAVE GIRL","Willa Cather",1940,12,1940-12-16,6,3
"3249",3921,"SARATOGA TRUNK","Edna Ferber",1941,14,1941-11-10,3,1
"3250",3922,"SAREK","A.C. Crispin",1994,5,1994-02-27,6,9
"3251",3923,"SARUM","Edward Rutherfurd",1987,24,1987-08-23,15,3
"3252",3924,"SATAN IN THE SUBURBS","Bertrand Russell",1953,5,1953-08-23,16,14
"3253",3925,"SATURDAY","Ian McEwan",2005,7,2005-04-10,6,3
"3254",3926,"SATURDAY THE RABBI WENT HUNGRY","Harry Kemelman",1966,8,1966-08-21,9,8
"3255",3927,"SATURN RUN","John Sandford and Ctein",2015,1,2015-10-25,10,13
"3256",3928,"SAVAGE SON","Jack Carr",2020,1,2020-05-03,15,13
"3257",3929,"SAVANNAH","Eugenia Price",1983,1,1983-03-20,10,14
"3258",393,"ALL WE EVER WANTED","Emily Giffin",2018,8,2018-07-15,7,2
"3259",3930,"SAVE ME","Lisa Scottoline",2011,4,2011-05-01,6,7
"3260",3931,"SAVE THE DATE","Mary Kay Andrews",2014,1,2014-06-22,16,9
"3261",3932,"SAVING FAITH","David Baldacci",1999,10,1999-11-28,9,5
"3262",3933,"SAVING FISH FROM DROWNING","Amy Tan",2005,5,2005-11-06,10,8
"3263",3934,"SAVING GRACE","Julie Garwood",1993,3,1993-08-01,12,10
"3264",3935,"SAVING THE QUEEN","William F. Buckley, Jr",1976,15,1976-02-08,1,3
"3265",3936,"SAY GOODBYE","Lisa Gardner",2008,2,2008-08-03,14,12
"3266",3937,"SAY YOU LOVE ME","Johanna Lindsey",1996,2,1996-11-24,10,11
"3267",3938,"SAY, DARLING","Richard Bissell",1957,14,1957-04-14,15,7
"3268",3939,"SAYONARA","James A. Michener",1954,21,1954-02-14,6,2
"3269",394,"ALLEGIANCE","Timothy Zahn",2007,2,2007-02-18,11,10
"3270",3940,"SCALPEL","Horace McCoy",1952,9,1952-07-20,16,10
"3271",3941,"SCANDALOUS BEHAVIOR","Stuart Woods",2016,4,2016-01-31,7,5
"3272",3942,"SCANDALOUS MRS.BLACKFORD","Harnett T. Kane and Victor Leclerc",1951,12,1951-06-24,1,10
"3273",3943,"SCARLET FEATHER","Maeve Binchy",2001,9,2001-03-25,11,3
"3274",3944,"SCARLET NIGHTS","Jude Deveraux",2010,1,2010-08-22,13,15
"3275",3945,"SCARLETT","Alexandra Ripley",1991,34,1991-10-13,5,1
"3276",3946,"SCARMOUCHE THE KING MAKER","Rafael Sabatini",1931,1,1931-10-12,5,5
"3277",3947,"SCARPETTA","Patricia Cornwell",2008,11,2008-12-21,12,1
"3278",3948,"SCENT OF CLOVES","Norah Lofts",1957,5,1957-12-08,1,13
"3279",3949,"SCHOOL DAYS","Robert B. Parker",2005,3,2005-10-16,4,3
"3280",395,"ALLIES","Christie Golden",2010,2,2010-06-13,8,8
"3281",3950,"SCOLLAY SQUARE","Pearl Schiff",1952,3,1952-10-05,15,12
"3282",3951,"SCORPIUS","John Gardner",1988,6,1988-05-29,12,11
"3283",3952,"SCOTT-KING'S MODERN EUROPE","Evelyn Waugh",1949,1,1949-03-20,3,15
"3284",3953,"SCRUPLES","Judith Krantz",1978,29,1978-03-12,2,1
"3285",3954,"SCRUPLES TWO","Judith Krantz",1992,9,1992-06-28,15,2
"3286",3955,"SEA CHANGE","Robert B. Parker",2006,5,2006-02-26,1,4
"3287",3956,"SEA GLASS","Anita Shreve",2002,5,2002-04-28,2,6
"3288",3957,"SEA LEVEL","Anne Parrish",1934,2,1934-01-22,5,5
"3289",3958,"SEA OF GREED","Clive Cussler and Graham Brown",2018,2,2018-11-25,1,10
"3290",3959,"SEA OF SWORDS","R. A. Salvatore",2001,1,2001-11-18,13,14
"3291",396,"ALMOST PARADISE","Susan Isaacs",1984,16,1984-02-12,13,3
"3292",3960,"SEA PRAYER","Khaled Hosseini. Illustrated by Dan Williams",2018,1,2018-10-07,2,4
"3293",3961,"SEA TOWER","Hugh Walpole",1939,1,1939-11-06,5,5
"3294",3962,"SEAL FORCE ALPHA","Richard Marcinko and John Weisman",1998,1,1998-03-15,13,12
"3295",3963,"SEARCHING FOR SYLVIE LEE","Jean Kwok",2019,1,2019-06-23,11,11
"3296",3964,"SEASONED TIMBER","Dorothy Canfield",1939,1,1939-03-20,7,7
"3297",3965,"SEASONS OF THE HEART","Cynthia Freeman",1986,9,1986-03-30,13,5
"3298",3966,"SEATING ARRANGEMENTS","Maggie Shipstead",2012,1,2012-07-15,11,16
"3299",3967,"SEAWITCH","Allistair MacLean",1977,1,1977-09-18,1,15
"3300",3968,"SECOND CHANCE","Danielle Steel",2004,5,2004-07-18,11,4
"3301",3969,"SECOND CHANCE","Jane Green",2007,1,2007-07-08,12,15
"3302",397,"ALOFT","Chang-rae Lee",2004,1,2004-04-11,6,15
"3303",3970,"SECOND CHILD","John Saul",1990,3,1990-07-01,9,13
"3304",3971,"SECOND GENERATION","Howard Fast",1978,20,1978-11-12,6,3
"3305",3972,"SECOND HEAVEN","Judith Guest",1982,15,1982-10-31,9,9
"3306",3973,"SECOND HONEYMOON","James Patterson and Howard Roughan",2013,6,2013-07-14,9,2
"3307",3974,"SECOND NATURE","Alice Hoffman",1994,4,1994-03-20,10,12
"3308",3975,"SECOND SIGHT","Amanda Quick",2006,2,2006-05-28,15,15
"3309",3976,"SECOND WATCH","J. A. Jance",2013,1,2013-09-29,13,7
"3310",3977,"SECOND WIND","Dick Francis",1999,5,1999-10-24,9,8
"3311",3978,"SECOND-HAND WIFE","Kathleen Norris",1932,1,1932-03-28,3,3
"3312",3979,"SECONDHAND SOULS","Christopher Moore",2015,1,2015-09-13,2,7
"3313",398,"ALONE","Lisa Gardner",2005,2,2005-01-30,11,9
"3314",3980,"SECRECY","Belva Plain",1997,2,1997-06-29,12,12
"3315",3981,"SECRET HONOR","W. E. B. Griffin",2000,4,2000-01-30,12,9
"3316",3982,"SECRET PREY","John Sandford",1998,6,1998-05-31,10,3
"3317",3983,"SECRET SERVICE OPERATOR 13","Robert W. Chambers",1934,2,1934-03-19,8,7
"3318",3984,"SECRETS","Danielle Steel",1985,21,1985-10-27,5,3
"3319",3985,"SECRETS","F. Lee Bailey",1979,2,1979-02-11,10,13
"3320",3986,"SECRETS IN DEATH","J.D. Robb",2017,3,2017-09-24,8,2
"3321",3987,"SECRETS OF EDEN","Chris Bohjalian",2010,2,2010-02-21,10,6
"3322",3988,"SECRETS OF THE TULIP SISTERS","Susan Mallery",2017,1,2017-07-30,8,12
"3323",3989,"SECRETS TO THE GRAVE","Tami Hoag",2011,3,2011-01-16,2,8
"3324",399,"ALONG CAME A SPIDER","James Patterson",1993,10,1993-02-07,2,4
"3325",3990,"SEDUCED BY MOONLIGHT","Laurell K. Hamilton",2004,6,2004-02-22,9,4
"3326",3991,"SEDUCING AN ANGEL","Mary Balogh",2009,1,2009-06-07,13,10
"3327",3992,"SEE ME","Nicholas Sparks",2015,18,2015-11-01,14,1
"3328",3993,"SEE YOU LATER ALLIGATOR","William F. Buckley Jr",1985,11,1985-02-24,6,6
"3329",3994,"SEEING RED","Sandra Brown",2017,4,2017-09-03,10,1
"3330",3995,"SEIDMAN AND SON","Elick Moll",1958,15,1958-06-15,13,6
"3331",3996,"SEIZE THE NIGHT","Dean Koontz",1999,9,1999-01-17,11,2
"3332",3997,"SEIZURE","Robin Cook",2003,3,2003-08-03,14,6
"3333",3998,"SELF-DEFENSE","Jonathan Kellerman",1995,7,1995-01-15,11,4
"3334",3999,"SEMI-TOUGH","Dan Jenkins",1972,29,1972-10-15,9,3
"3335",4,"""L"" IS FOR LAWLESS","Sue Grafton",1995,7,1995-09-17,10,1
"3336",40,"61 HOURS","Lee Child",2010,6,2010-06-06,2,1
"3337",400,"ALONG THESE STREETS","Struthers Burt",1942,3,1942-02-09,6,4
"3338",4000,"SEND NO FLOWERS","Sandra Brown",1999,4,1999-02-21,8,4
"3339",4001,"SENSE OF EVIL","Kay Hooper",2003,4,2003-09-07,14,7
"3340",4002,"SEPARATION OF POWER","Vince Flynn",2001,4,2001-10-21,8,7
"3341",4003,"SEPTEMBER","Rosamunde Pilcher",1990,26,1990-04-22,12,1
"3342",4004,"SERENADE","James M. Cain",1937,7,1937-12-13,7,3
"3343",4005,"SERMONS AND SODA WATER","John O'Hara",1960,19,1960-12-18,12,4
"3344",4006,"SERPENT'S TOOTH","Faye Kellerman",1997,3,1997-08-31,11,12
"3345",4007,"SERPENTINE","Laurell K. Hamilton",2018,1,2018-08-26,5,3
"3346",4008,"SERVANT OF THE BONES","Anne Rice",1996,10,1996-08-18,4,1
"3347",4009,"SERVANT OF THE SHARD","R. A. Salvatore",2000,1,2000-11-19,5,14
"3348",401,"ALTAR OF EDEN","James Rollins",2010,2,2010-01-17,13,9
"3349",4010,"SET THIS HOUSE ON FIRE","William Styron",1960,14,1960-06-26,13,8
"3350",4011,"SEVEN DAYS IN MAY","Fletcher Knebel and Charles W. Bailey II",1962,48,1962-09-23,16,1
"3351",4012,"SEVEN GOTHIC TALES","Isak Dinesen",1934,9,1934-04-23,6,1
"3352",4013,"SEVEN MEN CAME BACK","Warwick Deeping",1934,1,1934-05-28,7,7
"3353",4014,"SEVEN STONES TO STAND OR FALL","Diana Gabaldon",2017,3,2017-07-16,2,5
"3354",4015,"SEVEN UP","Janet Evanovich",2001,6,2001-07-08,14,1
"3355",4016,"SEVENEVES","Neal Stephenson",2015,4,2015-06-07,7,3
"3356",4017,"SEVENTH HEAVEN","Alice Hoffman",1990,5,1990-08-26,11,10
"3357",4018,"SEVERE CLEAR","Stuart Woods",2012,2,2012-10-07,6,6
"3358",4019,"SEVERED SOULS","Terry Goodkind",2014,1,2014-08-24,14,4
"3359",402,"ALTERNATE SIDE","Anna Quindlen",2018,2,2018-04-08,12,13
"3360",4020,"SEX AND VANITY","Kevin Kwan",2020,5,2020-07-19,14,4
"3361",4021,"SEX, LIES AND SERIOUS MONEY","Stuart Woods",2016,2,2016-11-13,2,7
"3362",4022,"SHADOW DANCE","Julie Garwood",2007,4,2007-01-14,7,5
"3363",4023,"SHADOW MUSIC","Julie Garwood",2008,4,2008-01-13,9,7
"3364",4024,"SHADOW OF FREEDOM","David Weber",2013,1,2013-03-24,10,11
"3365",4025,"SHADOW OF NIGHT","Deborah Harkness",2012,8,2012-07-29,13,1
"3366",4026,"SHADOW OF POWER","Steve Martini",2008,2,2008-06-15,10,11
"3367",4027,"SHADOW OF THE GIANT","Orson Scott Card",2005,3,2005-03-20,13,10
"3368",4028,"SHADOW OF THE HEGEMON","Orson Scott Card",2001,3,2001-01-21,11,5
"3369",4029,"SHADOW OF THE MOON","M.M. Kaye",1979,15,1979-09-30,3,3
"3370",403,"ALWAYS A RECKONING","Jimmy Carter",1995,6,1995-02-05,11,9
"3371",4030,"SHADOW PUPPETS","Orson Scott Card",2002,4,2002-09-08,2,7
"3372",4031,"SHADOW TYRANTS","Clive Cussler and Boyd Morrison",2018,4,2018-09-30,1,2
"3373",4032,"SHADOW WOMAN","Linda Howard",2013,1,2013-01-20,5,8
"3374",4033,"SHADOWFEVER","Karen Marie Moning",2011,4,2011-02-06,10,1
"3375",4034,"SHADOWS IN DEATH","J.D. Robb",2020,3,2020-09-27,4,2
"3376",4035,"SHADOWS IN FLIGHT","Orson Scott Card",2012,1,2012-02-05,4,8
"3377",4036,"SHADOWS OF SELF","Brandon Sanderson",2015,1,2015-10-25,5,8
"3378",4037,"SHADOWS OF THE EMPIRE","Steve Perry",1996,6,1996-04-21,4,5
"3379",4038,"SHADOWS ON THE ROCK","Willa Cather",1931,1,1931-10-12,4,4
"3380",4039,"SHAKESPEARE FOR SQUIRRELS","Christopher Moore",2020,1,2020-05-31,14,15
"3381",404,"ALWAYS AND FOREVER","Cynthia Freeman",1990,1,1990-05-27,10,14
"3382",4040,"SHALIMAR THE CLOWN","Salman Rushdie",2005,2,2005-10-02,13,12
"3383",4041,"SHALL WE TELL THE PRESIDENT?","Jeffrey Archer",1977,1,1977-12-25,1,15
"3384",4042,"SHAMED","Linda Castillo",2019,1,2019-08-04,11,14
"3385",4043,"SHAN","Eric Van Lustbader",1987,2,1987-02-08,5,12
"3386",4044,"SHANGHAI '37","Vicki Baum",1939,2,1939-08-28,7,5
"3387",4045,"SHANGHAI GIRLS","Lisa See",2009,10,2009-06-14,6,4
"3388",4046,"SHANNON'S WAY","A.J. Cronin",1948,23,1948-08-08,1,1
"3389",4047,"SHARDIK","Richard Adams",1975,19,1975-05-18,8,2
"3390",4048,"SHARP EDGES","Jayne Ann Krentz",1998,4,1998-02-01,12,9
"3391",4049,"SHARPE'S HAVOC","Bernard Cornwell",2003,1,2003-04-20,6,14
"3392",405,"ALWAYS TIME TO DIE","Elizabeth Lowell",2005,1,2005-07-24,9,6
"3393",4050,"SHATTERED","Dick Francis",2000,5,2000-10-01,15,5
"3394",4051,"SHATTERED","Karen Robards",2010,2,2010-04-11,11,9
"3395",4052,"SHELTER IN PLACE","Nora Roberts",2018,6,2018-06-17,10,2
"3396",4053,"SHEM CREEK","Dorothea Benton Frank",2004,3,2004-08-22,2,10
"3397",4054,"SHEPHERDS ABIDING","Jan Karon",2003,10,2003-11-09,13,4
"3398",4055,"SHIBUMI","Trevanian",1979,23,1979-05-13,6,3
"3399",4056,"SHINING SCABBARD","R. C. Hutchinson",1937,3,1937-01-11,6,6
"3400",4057,"SHINING THROUGH","Susan Isaacs",1988,8,1988-08-21,12,9
"3401",4058,"SHINING WINDOWS","Kathleen Norris",1935,1,1935-10-21,4,4
"3402",4059,"SHIP OF FOOLS","Katherine Anne Porter",1962,44,1962-04-15,12,1
"3403",406,"AMAZING GRACE","Danielle Steel",2007,5,2007-11-18,6,5
"3404",4060,"SHIPS IN THE SKY","Gunnar Gunnarsson",1938,1,1938-02-14,6,6
"3405",4061,"SHIVER","Lisa Jackson",2006,3,2006-04-23,2,4
"3406",4062,"SHOCK","Robin Cook",2001,4,2001-09-16,3,5
"3407",4063,"SHOCK WAVE","Clive Cussler",1995,10,1995-12-24,15,3
"3408",4064,"SHOCK WAVE","John Sandford",2011,5,2011-10-23,12,1
"3409",4065,"SHOGUN","James Clavell",1975,32,1975-07-20,8,3
"3410",4066,"SHOOT FIRST","Stuart Woods",2018,2,2018-04-29,1,5
"3411",4067,"SHOOT HIM IF HE RUNS","Stuart Woods",2007,5,2007-10-14,7,5
"3412",4068,"SHOPAHOLIC & BABY","Sophie Kinsella",2007,6,2007-03-18,4,1
"3413",4069,"SHOPAHOLIC & SISTER","Sophie Kinsella",2004,5,2004-10-17,15,9
"3414",407,"AMAZING PEACE","Maya Angelou",2005,4,2005-12-25,2,4
"3415",4070,"SHOPAHOLIC TO THE STARS","Sophie Kinsella",2014,1,2014-11-09,5,11
"3416",4071,"SHOPGIRL","Steve Martin",2000,15,2000-10-29,14,4
"3417",4072,"SHORT STRAW","Stuart Woods",2006,3,2006-10-29,12,6
"3418",4073,"SHOTS FIRED","C. J. Box",2014,1,2014-08-03,5,12
"3419",4074,"SHRINK RAP","Robert B. Parker",2002,3,2002-10-06,1,6
"3420",4075,"SHUTTER ISLAND","Dennis Lehane",2003,4,2003-05-04,3,12
"3421",4076,"SICK PUPPY","Carl Hiaasen",2000,10,2000-01-23,12,6
"3422",4077,"SIDE JOBS","Jim Butcher",2010,2,2010-11-14,1,5
"3423",4078,"SIEGE OF DARKNESS","R.A. Salvatore",1994,1,1994-09-18,11,13
"3424",4079,"SIGNED WITH THEIR HONOUR","James Aldridge",1942,6,1942-09-21,4,2
"3425",408,"AMBER BEACH","Elizabeth Lowell",1997,1,1997-10-12,12,13
"3426",4080,"SILAS CROCKETT","Mary Ellen Chase",1935,6,1935-12-02,5,4
"3427",4081,"SILENCE FALLEN","Patricia Briggs",2017,2,2017-03-26,9,2
"3428",4082,"SILENCING EVE","Iris Johansen",2013,1,2013-10-20,1,9
"3429",4083,"SILENT HONOR","Danielle Steel",1996,10,1996-11-24,2,1
"3430",4084,"SILENT MERCY","Linda Fairstein",2011,1,2011-03-27,8,10
"3431",4085,"SILENT NIGHT","Danielle Steel",2019,3,2019-03-24,14,4
"3432",4086,"SILENT NIGHT","Mary Higgins Clark",1995,14,1995-10-22,15,2
"3433",4087,"SILENT NIGHT","Robert B. Parker with Helen Brann",2013,1,2013-11-10,5,14
"3434",4088,"SILENT PARTNER","Jonathan Kellerman",1989,6,1989-10-01,9,7
"3435",4089,"SILENT PREY","John Sandford",1992,3,1992-04-19,9,12
"3436",409,"AMBUSH","James Patterson and James O. Born",2018,4,2018-10-28,15,4
"3437",4090,"SILENT THUNDER","Iris Johansen and Roy Johansen",2008,1,2008-07-27,1,15
"3438",4091,"SILENT TREATMENT","Michael Palmer",1995,4,1995-04-02,7,9
"3439",4092,"SILENT WITNESS","Richard North Patterson",1997,10,1997-01-26,4,3
"3440",4093,"SILKEN PREY","John Sandford",2013,5,2013-05-26,7,2
"3441",4094,"SILKS","Dick Francis and Felix Francis",2008,3,2008-09-14,11,4
"3442",4095,"SILVER BORNE","Patricia Briggs",2010,3,2010-04-18,3,1
"3443",4096,"SILVER GIRL","Elin Hilderbrand",2011,4,2011-07-10,11,6
"3444",4097,"SILVER LEOPARD","F. Van Wyck Mason",1955,1,1955-11-13,16,16
"3445",4098,"SILVER LININGS","Debbie Macomber",2015,3,2015-08-30,14,5
"3446",4099,"SILVER NUTMEG","Norah Lofts",1947,2,1947-09-21,5,14
"3447",41,"72 HOUR HOLD","Bebe Moore Campbell",2005,1,2005-07-17,15,11
"3448",410,"AMERICA","Stephen Coonts",2001,4,2001-08-19,5,7
"3449",4100,"SILVER SPOON","Edwin Gilbert",1957,26,1957-05-26,11,2
"3450",4101,"SILVER WINGS, SANTIAGO BLUE","Janet Dailey",1984,7,1984-08-19,4,9
"3451",4102,"SIMPLE GENIUS","David Baldacci",2007,7,2007-05-13,9,1
"3452",4103,"SIN KILLER","Larry McMurtry",2002,5,2002-05-26,9,12
"3453",4104,"SIN NO MORE","Kimberla Lawson Roby",2008,1,2008-02-10,5,16
"3454",4105,"SINCE WE FELL","Dennis Lehane",2017,3,2017-05-28,6,7
"3455",4106,"SINCERELY, WILLIS WAYDE","John Phillips Marquand",1955,25,1955-03-13,6,1
"3456",4107,"SING YOU HOME","Jodi Picoult",2011,9,2011-03-20,14,2
"3457",4108,"SING, UNBURIED, SING","Jesmyn Ward",2017,8,2017-10-15,2,5
"3458",4109,"SINGING IN THE COMEBACK CHOIR","Bebe Moore Campbell",1998,2,1998-03-15,1,8
"3459",411,"AMERICA AMERICA","Ethan Canin",2008,2,2008-07-13,15,15
"3460",4110,"SINGING WATERS","Ann Bridge",1946,11,1946-07-14,6,6
"3461",4111,"SINGLE & SINGLE","John le Carré",1999,7,1999-03-21,15,3
"3462",4112,"SINS OF THE FATHERS","Susan Howatch",1980,17,1980-06-29,10,4
"3463",4113,"SIRACUSA","Delia Ephron",2016,1,2016-08-07,6,16
"3464",4114,"SIRENS","Eric Van Lustbader",1981,4,1981-05-24,6,13
"3465",4115,"SIRONIA, TEXAS","Madison Cooper",1952,10,1952-11-23,9,7
"3466",4116,"SISI","Allison Pataki",2016,1,2016-04-03,6,16
"3467",4117,"SISTERHOOD EVERLASTING","Ann Brashares",2011,3,2011-07-03,12,7
"3468",4118,"SISTERLAND","Curtis Sittenfeld",2013,1,2013-07-14,4,12
"3469",4119,"SISTERS","Danielle Steel",2007,8,2007-03-04,5,2
"3470",412,"AMERICAN ASSASSIN","Vince Flynn",2010,8,2010-10-31,13,1
"3471",4120,"SISTERS AND STRANGERS","Helen Van Slyke",1978,1,1978-11-19,1,15
"3472",4121,"SIX YEARS","Harlan Coben",2013,6,2013-04-07,2,1
"3473",4122,"SIXKILL","Robert B. Parker",2011,5,2011-05-22,5,4
"3474",4123,"SIZZLE","Julie Garwood",2010,2,2010-01-17,8,4
"3475",4124,"SIZZLE AND BURN","Jayne Ann Krentz",2008,4,2008-02-17,9,4
"3476",4125,"SIZZLING SIXTEEN","Janet Evanovich",2010,8,2010-07-11,1,1
"3477",4126,"SKELETON CREW","Stephen King",1985,32,1985-06-23,11,1
"3478",4127,"SKELETON MAN","Tony Hillerman",2004,4,2004-12-12,11,7
"3479",4128,"SKELETONS AT THE FEAST","Chris Bohjalian",2008,1,2008-05-25,14,15
"3480",4129,"SKIN AND BONES","Thorne Smith",1934,2,1934-01-22,6,6
"3481",413,"AMERICAN BEAUTY","Edna Ferber",1931,2,1931-11-16,3,2
"3482",4130,"SKIN GAME","Jim Butcher",2014,4,2014-06-15,9,1
"3483",4131,"SKIN GAME","Stuart Woods and Parnell Hall",2019,1,2019-06-23,9,9
"3484",4132,"SKIN TRADE","Laurell K. Hamilton",2009,3,2009-06-21,4,1
"3485",4133,"SKINNY DIP","Carl Hiaasen",2004,11,2004-08-01,11,2
"3486",4134,"SKINNY LEGS AND ALL","Tom Robbins",1990,15,1990-04-22,6,4
"3487",4135,"SKINNYDIPPING","Bethenny Frankel with Eve Adamson",2012,1,2012-05-20,3,15
"3488",4136,"SKIPPING CHRISTMAS","John Grisham",2001,35,2001-11-25,1,1
"3489",4137,"SKY MASTERS","Dale Brown",1991,6,1991-07-28,1,10
"3490",4138,"SLADE HOUSE","David Mitchell",2015,1,2015-11-15,11,11
"3491",4139,"SLAPSTICK","Kurt Vonnegut",1976,24,1976-09-26,8,4
"3492",414,"AMERICAN DIRT","Jeanine Cummins",2020,34,2020-02-09,12,1
"3493",4140,"SLAUGHTERHOUSE FIVE","Kurt Vonnegut",1969,16,1969-04-27,1,4
"3494",4141,"SLAVES OF NEW YORK","Tama Janowitz",1986,2,1986-08-24,1,15
"3495",4142,"SLEEP NO MORE","Iris Johansen",2012,1,2012-11-04,12,13
"3496",4143,"SLEEP TILL NOON","Max Shulman",1950,19,1950-04-30,2,7
"3497",4144,"SLEEPING BEAUTIES","Stephen King and Owen King",2017,14,2017-10-15,4,1
"3498",4145,"SLEEPING BEAUTY","Judith Michael",1991,7,1991-10-27,1,7
"3499",4146,"SLEEPING BEAUTY","Phillip Margolin",2004,1,2004-04-11,3,12
"3500",4147,"SLEEPING BEAUTY","Ross MacDonald",1973,6,1973-05-27,1,9
"3501",4148,"SLEEPING MURDER","Agatha Christie",1976,26,1976-09-26,9,1
"3502",4149,"SLEEPING WITH FEAR","Kay Hooper",2006,4,2006-08-06,11,10
"3503",415,"AMERICAN DREAM","Michael Foster",1937,13,1937-06-28,3,2
"3504",4150,"SLEEPING WITH STRANGERS","Eric Jerome Dickey",2007,2,2007-04-29,1,9
"3505",4151,"SLIGHTLY DANGEROUS","Mary Balogh",2004,1,2004-06-20,5,12
"3506",4152,"SLIGHTLY SHADY","Amanda Quick",2001,3,2001-04-22,3,8
"3507",4153,"SLIVER","Ira Levin",1991,2,1991-03-17,13,11
"3508",4154,"SLOW BURN","Julie Garwood",2005,3,2005-09-18,4,3
"3509",4155,"SLOW WALTZ IN CEDAR BEND","Robert James Waller",1993,29,1993-11-07,14,1
"3510",4156,"SMALL FAVOR","Jim Butcher",2008,3,2008-04-20,12,2
"3511",4157,"SMALL GREAT THINGS","Jodi Picoult",2016,23,2016-10-30,11,1
"3512",4158,"SMALL TOWN GIRL","LaVyrle Spencer",1997,8,1997-02-16,5,3
"3513",4159,"SMALL VICES","Robert B. Parker",1997,6,1997-04-20,15,7
"3514",416,"AMERICAN FAMILY","Faith Baldwin",1935,1,1935-01-21,8,8
"3515",4160,"SMART WOMAN","Judy Blume",1984,1,1984-02-12,1,10
"3516",4161,"SMART WOMEN","Judy Blume",1984,17,1984-02-19,10,2
"3517",4162,"SMASH CUT","Sandra Brown",2009,4,2009-08-30,6,2
"3518",4163,"SMILEY'S PEOPLE","John le Carré",1979,28,1979-12-23,9,1
"3519",4164,"SMILLA'S SENSE OF SNOW","Peter Hoeg",1993,11,1993-10-17,12,9
"3520",4165,"SMITH","Warwick Deeping",1932,2,1932-10-17,3,3
"3521",4166,"SMOKE BITTEN","Patricia Briggs",2020,1,2020-04-05,12,6
"3522",4167,"SMOKE IN MIRRORS","Jayne Ann Krentz",2002,3,2002-01-27,2,6
"3523",4168,"SMOKE SCREEN","Sandra Brown",2008,5,2008-08-31,6,1
"3524",4169,"SMOKIN' SEVENTEEN","Janet Evanovich",2011,8,2011-07-10,6,1
"3525",417,"AMERICAN GODS","Neil Gaiman",2001,2,2001-07-08,8,10
"3526",4170,"SMOOTH OPERATOR","Stuart Woods and Parnell Hall",2016,1,2016-08-21,15,8
"3527",4171,"SMOOTH TALKING STRANGER","Lisa Kleypas",2009,1,2009-04-19,11,9
"3528",4172,"SNIPER'S HONOR","Stephen Hunter",2014,2,2014-06-08,14,7
"3529",4173,"SNOW IN AUGUST","Pete Hamill",1997,9,1997-05-25,2,8
"3530",4174,"SNOWFIRE","Phyllis A. Whitney",1973,2,1973-03-11,1,10
"3531",4175,"SNUFF","Chuck Palahniuk",2008,3,2008-06-08,5,5
"3532",4176,"SNUFF","Terry Pratchett",2011,1,2011-10-30,14,3
"3533",4177,"SO GREAT A MAN","David Pilgrim",1937,2,1937-10-18,6,6
"3534",4178,"SO IT WAS JUST A SIMPLE WEDDING","Sara Kasdan",1961,1,1961-08-13,1,16
"3535",4179,"SO LITTLE TIME","John P. Marquand",1943,28,1943-08-30,2,1
"3536",418,"AMERICAN STAR","Jackie Collins",1993,8,1993-04-04,10,3
"3537",4180,"SO LONG, AN THANKS FOR ALL THE FISH","Douglas Adams",1985,1,1985-03-17,10,15
"3538",4181,"SO LONG, AND THANKS FOR ALL THE FISH","Douglas Adams",1984,14,1984-12-16,1,3
"3539",4182,"SO RED THE ROSE","Stark Young",1934,27,1934-07-30,6,1
"3540",4183,"SO WELL REMEMBERED","James Hilton",1945,23,1945-08-26,2,1
"3541",4184,"SOFT FOCUS","Jayne Ann Krentz",2000,2,2000-01-16,15,12
"3542",4185,"SOLAR","Ian McEwan",2010,2,2010-04-18,8,6
"3543",4186,"SOLDIER OF FORTUNE","Ernest Kellogg Gann",1954,25,1954-10-24,10,4
"3544",4187,"SOLE SURVIVOR","Dean Koontz",1997,10,1997-02-23,2,1
"3545",4188,"SOLITUDE CREEK","Jeffery Deaver",2015,1,2015-05-31,2,13
"3546",4189,"SOLO","Jack Higgins",1980,7,1980-07-13,1,9
"3547",419,"AMERICAN WIFE","Curtis Sittenfeld",2008,5,2008-09-21,11,3
"3548",4190,"SOME CAME RUNNING","James Jones",1958,13,1958-01-26,12,4
"3549",4191,"SOME CAN WHISTLE","Larry McMurtry",1989,6,1989-10-29,9,6
"3550",4192,"SOME LUCK","Jane Smiley",2014,4,2014-10-26,2,8
"3551",4193,"SOMEDAY, SOMEDAY, MAYBE","Lauren Graham",2013,1,2013-05-19,5,16
"3552",4194,"SOMEONE","Alice McDermott",2013,1,2013-09-29,15,9
"3553",4195,"SOMEONE KNOWS","Lisa Scottoline",2019,4,2019-04-28,9,2
"3554",4196,"SOMEONE LIKE YOU","Karen Kingsbury",2020,1,2020-05-24,15,15
"3555",4197,"SOMEONE TO LOVE","Jude Deveraux",2007,2,2007-08-05,7,8
"3556",4198,"SOMEONE TO WATCH OVER ME","Judith McNaught",2003,6,2003-03-09,10,3
"3557",4199,"SOMEONE WE KNOW","Shari Lapena",2019,1,2019-08-18,9,12
"3558",42,"77 SHADOW STREET","Dean Koontz",2012,3,2012-01-15,11,1
"3559",420,"AMONG THE MAD","Jacqueline Winspear",2009,1,2009-03-08,6,9
"3560",4200,"SOMETHING HAPPENED","Joseph Heller",1974,29,1974-10-27,10,1
