"","id","title","author","year","total_weeks","first_week","debut_rank","best_rank"
"1551",2393,"IN THE BEGINNING","Chaim Potok",1975,20,1975-11-23,1,5
"1552",2394,"IN THE BLAZING LIGHT","Max White",1946,1,1946-02-03,1,16
"1553",2395,"IN THE COMPANY OF CHEERFUL LADIES","Alexander McCall Smith",2005,7,2005-05-08,10,6
"1554",2396,"IN THE COMPANY OF OTHERS","Jan Karon",2010,5,2010-11-07,13,2
"1555",2397,"IN THE COMPANY OF THE COURTESAN","Sarah Dunant",2006,6,2006-03-05,4,6
"1556",2398,"IN THE HANDS OF THE SENECAS","Walter D. Edmonds",1947,2,1947-02-23,4,11
"1557",2399,"IN THE MIDST OF WINTER","Isabel Allende",2017,2,2017-11-19,9,10
"1558",24,"19 PURCHASE STREET","Gerald A. Browne",1982,7,1982-09-05,1,10
"1559",240,"A STRANGER IN THE HOUSE","Shari Lapena",2017,2,2017-09-03,3,10
"1560",2400,"IN THE NAME OF HONOR","Richard North Patterson",2010,1,2010-07-18,11,11
"1561",2401,"IN THE NATIONAL INTEREST","Marvin Kalb and Ted Koppel",1978,1,1978-01-15,4,13
"1562",2402,"IN THE PRESENCE OF THE ENEMY","Elizabeth George",1996,8,1996-03-24,8,2
"1563",2403,"IN THE UNLIKELY EVENT","Judy Blume",2015,8,2015-06-21,8,4
"1564",2404,"IN THE WET","Nevil Shute",1953,14,1953-05-24,13,10
"1565",2405,"IN THE WRONG RAIN","Robert P. Kirsch",1959,2,1959-07-12,1,14
"1566",2406,"IN THIS GRAVE HOUR","Jacqueline Winspear",2017,2,2017-04-02,11,5
"1567",2407,"IN THIS HOUSE OF BREDE","Rumer Godden",1969,19,1969-10-12,1,4
"1568",2408,"IN THIS MOMENT","Karen Kingsbury",2017,1,2017-11-26,7,9
"1569",2409,"IN THIS MOUNTAIN","Jan Karon",2002,8,2002-06-16,12,1
"1570",241,"A STRANGER IN THE MIRROR","Sidney Sheldon",1976,21,1976-05-02,1,3
"1571",2410,"IN THIS OUR LIFE","Ellen Glasgow",1941,13,1941-04-07,3,2
"1572",2411,"IN TOO DEEP","Jayne Ann Krentz",2011,1,2011-01-16,3,9
"1573",2412,"INCA GOLD","Clive Cussler",1994,14,1994-05-15,1,2
"1574",2413,"INCUBUS DREAMS","Laurell K. Hamilton",2004,4,2004-10-17,8,2
"1575",2414,"INDECENT EXPOSURE","Stuart Woods",2017,1,2017-06-25,8,10
"1576",2415,"INDEPENDENT PEOPLE","Halldor Laxness",1946,3,1946-08-25,1,15
"1577",2416,"INDIGNATION","Philip Roth",2008,2,2008-10-05,3,10
"1578",2417,"INDULGENCE IN DEATH","J. D. Robb",2010,2,2010-11-21,14,3
"1579",2418,"INFERNO","Dan Brown",2013,29,2013-06-02,6,1
"1580",2419,"INHERENT VICE","Thomas Pynchon",2009,2,2009-08-23,9,5
"1581",242,"A STRANGER IS WATCHING","Mary Higgins Clark",1978,13,1978-03-26,3,8
"1582",2420,"INHERITANCE","Judith Michael",1988,16,1988-03-20,12,4
"1583",2421,"INHERITANCE","Phyllis Bentley",1932,5,1932-09-26,3,3
"1584",2422,"INLAND","Téa Obreht",2019,3,2019-09-01,8,9
"1585",2423,"INNOCENCE","Dean Koontz",2013,4,2013-12-29,14,9
"1586",2424,"INNOCENT","Scott Turow",2010,7,2010-05-23,4,3
"1587",2425,"INNOCENT AS SIN","Elizabeth Lowell",2007,1,2007-07-08,11,14
"1588",2426,"INNOCENT BLOOD","P.D. James",1980,16,1980-05-25,1,3
"1589",2427,"INNOCENT IN DEATH","J. D. Robb",2007,5,2007-03-11,4,1
"1590",2428,"INNOCENT SUMMER","Frances Frost",1936,1,1936-02-10,7,7
"1591",2429,"INNOCENT TRAITOR","Alison Weir",2007,2,2007-03-18,3,12
"1592",243,"A STROKE OF MIDNIGHT","Laurell K. Hamilton",2005,3,2005-05-01,10,6
"1593",2430,"INSANE CITY","Dave Barry",2013,2,2013-02-17,8,12
"1594",2431,"INSATIABLE APPETITES","Stuart Woods",2015,4,2015-01-25,1,4
"1595",2432,"INSIDE THE O'BRIENS","Lisa Genova",2015,2,2015-04-26,14,12
"1596",2433,"INSIDE, OUTSIDE","Herman Wouk",1985,24,1985-03-24,15,3
"1597",2434,"INSIDIOUS","Catherine Coulter",2016,3,2016-08-28,10,2
"1598",2435,"INSOMNIA","Stephen King",1994,16,1994-10-23,15,1
"1599",2436,"INTENSITY","Dean Koontz",1996,12,1996-01-21,2,1
"1600",2437,"INTERVENTION","Robin Cook",2009,1,2009-08-30,4,15
"1601",2438,"INTO THE DREAMING","Karen Marie Moning",2012,1,2012-05-13,1,14
"1602",2439,"INTO THE FIRE","Suzanne Brockmann",2008,1,2008-08-10,9,7
"1603",244,"A SUDDEN CHANGE OF HEART","Barbara Taylor Bradford",1999,7,1999-03-07,4,6
"1604",2440,"INTO THE STORM","Suzanne Brockmann",2006,4,2006-09-03,6,3
"1605",2441,"INTO THE WATER","Paula Hawkins",2017,17,2017-05-21,1,1
"1606",2442,"INTO THE WOODS","Kim Harrison",2012,1,2012-10-28,12,13
"1607",2443,"INTUITION","Allegra Goodman",2006,1,2006-04-09,13,15
"1608",2444,"INVASION","Maxence van der Meersch",1937,2,1937-02-08,4,4
"1609",2445,"INVINCIBLE","Troy Denning",2008,3,2008-06-01,4,5
"1610",2446,"INVISIBLE","James Patterson and David Ellis",2014,7,2014-07-13,8,1
"1611",2447,"INVISIBLE GIRL","Lisa Jewell",2020,1,2020-11-01,10,12
"1612",2448,"INVISIBLE MAN","Ralph Ellison",1952,13,1952-05-04,14,8
"1613",2449,"INVISIBLE PREY","John Sandford",2007,5,2007-06-03,13,3
"1614",245,"A SUDDEN LIGHT","Garth Stein",2014,1,2014-10-19,8,14
"1615",2450,"INVITATION TO THE WALTZ","Rosamond Lehmann",1932,3,1932-11-14,1,1
"1616",2451,"INÉS OF MY SOUL","Isabel Allende",2006,1,2006-11-26,3,14
"1617",2452,"IRELAND","Frank Delaney",2005,4,2005-03-13,3,11
"1618",2453,"IRON GOLD","Pierce Brown",2018,1,2018-02-04,8,3
"1619",2454,"IRON HOUSE","John Hart",2011,1,2011-07-31,16,10
"1620",2455,"IRON ORCHID","Stuart Woods",2005,1,2005-10-30,1,15
"1621",2456,"IRRESISTIBLE FORCES","Danielle Steel",1999,9,1999-11-21,8,4
"1622",2457,"ISLAND","Aldous Huxley",1962,11,1962-04-15,1,7
"1623",2458,"ISLAND BENEATH THE SEA","Isabel Allende",2010,3,2010-05-16,1,13
"1624",2459,"ISLAND IN THE SUN","Alec Waugh",1956,20,1956-01-22,10,5
"1625",246,"A SUMMER PLACE","Sloan Wilson",1958,18,1958-04-27,12,4
"1626",2460,"ISLANDIA","Austin Wright",1942,9,1942-04-20,3,2
"1627",2461,"ISLANDS","Anne Rivers Siddons",2004,3,2004-04-25,1,9
"1628",2462,"ISLANDS IN THE STREAM","Ernest Hemingway",1970,24,1970-10-18,15,2
"1629",2463,"ISLE OF DOGS","Patricia Cornwell",2001,6,2001-10-28,15,1
"1630",2464,"ISLE OF PALMS","Dorothea Benton Frank",2003,4,2003-07-13,6,11
"1631",2465,"ISTANBUL PASSAGE","Joseph Kanon",2012,1,2012-06-17,4,13
"1632",2466,"IT","Stephen King",1986,35,1986-09-14,3,1
"1633",2467,"IT CAN'T HAPPEN HERE","Sinclair Lewis",1935,31,1935-10-28,3,1
"1634",2468,"IT DEVOURS!","Joseph Fink and Jeffrey Cranor",2017,1,2017-11-05,11,10
"1635",2469,"IT TAKES ALL KINDS","Louis Bromfield",1939,3,1939-10-23,4,4
"1636",247,"A SUNLESS SEA","Anne Perry",2012,1,2012-09-16,7,10
"1637",2470,"IT'S NOT ALL DOWNHILL FROM HERE","Terry McMillan",2020,1,2020-04-19,16,12
"1638",2471,"I’D KNOW YOU ANYWHERE","Laura Lippman",2010,3,2010-09-05,13,11
"1639",2472,"I’VE GOT YOUR NUMBER","Sophie Kinsella",2012,1,2012-03-25,16,16
"1640",2473,"JACK","Marilynne Robinson",2020,1,2020-10-18,9,10
"1641",2474,"JACK AND JILL","James Patterson",1996,8,1996-09-22,6,2
"1642",2475,"JACKDAWS","Ken Follett",2001,8,2001-12-23,7,7
"1643",2476,"JAILBIRD","Kurt Vonnegut",1979,31,1979-09-23,2,1
"1644",2477,"JAINA PROUDMOORE: TIDES OF WAR","Christie Golden",2012,1,2012-09-16,10,13
"1645",2478,"JAMAICA INN","Daphne Du Maurier",1936,10,1936-05-04,6,3
"1646",2479,"JAMES SHORE'S DAUGHTER","Stephen Vincent Benet",1934,3,1934-05-07,8,6
"1647",248,"A SUNSET TOUCH","Howard Spring",1953,1,1953-11-01,16,16
"1648",2480,"JANUARY THAW","Bellamy Partridge",1945,5,1945-09-30,11,11
"1649",2481,"JARRET'S JADE","Frank Yerby",1960,1,1960-02-07,1,16
"1650",2482,"JAWS","Peter Benchley",1974,45,1974-03-10,1,2
"1651",2483,"JAZZ","Toni Morrison",1992,13,1992-04-19,12,4
"1652",2484,"JEFFERSON SELLECK","Carl Jonas",1952,11,1952-02-10,14,8
"1653",2485,"JENKINS' EAR","Odell Shepard and Willard Shepard",1951,1,1951-04-29,1,16
"1654",2486,"JERICHO'S DAUGHTERS","Paul Wellman",1956,16,1956-10-28,15,8
"1655",2487,"JEWELS","Danielle Steel",1992,16,1992-05-17,13,1
"1656",2488,"JIAN","Eric Van Lustbader",1985,1,1985-09-08,9,12
"1657",2489,"JIMMY STEWART AND HIS POEMS","Jimmy Stewart",1989,10,1989-11-12,4,5
"1658",249,"A TALE FOR MIDNIGHT","Frederic Prokosch",1955,2,1955-08-14,16,16
"1659",2490,"JIMMY STEWART AND HIS POEMS","Jimmy Stewart.",1989,7,1989-09-24,6,3
"1660",2491,"JINGLE ALL THE WAY","Debbie Macomber",2020,1,2020-11-01,8,10
"1661",2492,"JITTERBUG PERFUME","Tom Robbins",1984,11,1984-12-16,10,7
"1662",2493,"JOANNA'S HUSBAND AND DAVID'S WIFE","Elizabeth Forsythe Hailey",1986,1,1986-04-27,7,12
"1663",2494,"JOANNA'S HUSBAND AND DAVID'S WIFE","Elizabeth Forsythe Hailey",1986,7,1986-03-23,6,7
"1664",2495,"JOB: A Comedy of Justice","Robert A. Heinlein",1984,11,1984-09-02,9,6
"1665",2496,"JOHN CORNELIIUS","Hugh Walpole",1937,2,1937-10-04,7,5
"1666",2497,"JOHNNY ANGEL","Danielle Steel",2003,8,2003-07-20,9,1
"1667",2498,"JOINING","Johanna Lindsey",1999,4,1999-05-23,8,9
"1668",2499,"JOLIE BLON'S BOUNCE","James Lee Burke",2002,3,2002-06-23,8,10
"1669",25,"1919","John Dos Passos",1932,1,1932-03-21,2,2
"1670",250,"A TANGLED WEB","Judith Michael",1994,2,1994-11-13,13,12
"1671",2500,"JONATHAN BLAIR","William Donohue Ellis",1954,4,1954-12-12,15,13
"1672",2501,"JONATHAN LIVINGSTON SEAGULL","Richard Bach",1972,70,1972-04-30,1,1
"1673",2502,"JONATHAN STRANGE & MR. NORRELL","Susanna Clarke",2004,11,2004-09-19,1,3
"1674",2503,"JONATHAN’S STORY","Julia London with Alina Adams",2007,3,2007-10-07,8,7
"1675",2504,"JOSEPH AND HIS BROTHERS","Thomas Mann",1934,3,1934-06-18,4,4
"1676",2505,"JOSEPH IN EGYPT","Thomas Mann",1938,6,1938-03-07,4,2
"1677",2506,"JOSEPHUS","Lion Feuchtwanger",1932,1,1932-11-14,3,3
"1678",2507,"JOSHUA AND THE CHILDREN","Joseph F. Girzone",1989,12,1989-08-20,10,6
"1679",2508,"JOURNEY","Danielle Steel",2000,9,2000-11-19,9,2
"1680",2509,"JOURNEY","James Michener.",1989,10,1989-07-30,6,6
"1681",251,"A TASTE FOR DEATH","P. D. James",1986,16,1986-11-02,12,4
"1682",2510,"JOURNEY OF THE PHARAOHS","Clive Cussler and Graham Brown",2020,2,2020-03-29,10,3
"1683",2511,"JOURNEY THROUGH HEARTSONGS","written and illustrated by Mattie J. T. Stepanek",2001,22,2001-11-18,8,1
"1684",2512,"JOURNEY THROUGH HEARTSONGS","written and illustrated by Mattie J.T. Stepanek",2001,1,2001-11-11,9,10
"1685",2513,"JOURNEY TO MUNICH","Jacqueline Winspear",2016,3,2016-04-17,11,4
"1686",2514,"JOURNEY TO THE END OF THE NIGHT","Louis-Ferdinand Celine",1934,2,1934-04-30,8,8
"1687",2515,"JOY IN THE MORNING","Betty Smith",1963,10,1963-09-01,4,5
"1688",2516,"JOY STREET","Frances Parkinson Keyes",1950,34,1950-12-10,5,1
"1689",2517,"JUBAL SACKETT","Louis L'Amour",1985,19,1985-05-26,13,1
"1690",2518,"JUBILEE TRAIL","Gwen Bristow",1950,46,1950-02-26,1,3
"1691",2519,"JUDGE & JURY","James Patterson and Andrew Gross",2006,10,2006-08-20,2,1
"1692",252,"A THIEF OF TIME","Tony Hillerman",1988,11,1988-07-10,1,7
"1693",2520,"JUDGEMENT ON DELTCHEV","Eric Ambler",1951,1,1951-05-13,16,15
"1694",2521,"JUDGMENT","Joseph Finder",2019,1,2019-02-17,11,14
"1695",2522,"JUDGMENT CALL","J. A. Jance",2012,2,2012-08-12,9,11
"1696",2523,"JULIAN","Gore Vidal",1964,32,1964-06-14,9,2
"1697",2524,"JULIE","Catherine Marshall",1984,2,1984-12-09,10,15
"1698",2525,"JULIET","Anne Fortier",2010,1,2010-09-12,12,14
"1699",2526,"JULIET, NAKED","Nick Hornby",2009,1,2009-10-18,14,11
"1700",2527,"JUMPING JUPITER","Ernestine Gilbreth Carey",1952,1,1952-03-09,15,15
"1701",2528,"JUPITER'S BONES","Faye Kellerman",1999,3,1999-08-22,15,9
"1702",2529,"JURASSIC PARK","Michael Crichton",1990,14,1990-12-02,10,6
"1703",253,"A THIN DARK LINE","Tami Hoag",1997,5,1997-03-23,9,6
"1704",2530,"JUROR #3","James Patterson and Nancy Allen",2018,5,2018-09-30,16,1
"1705",2531,"JUST AFTER SUNSET","Stephen King",2008,8,2008-11-30,10,2
"1706",2532,"JUST ONE EVIL ACT","Elizabeth George",2013,2,2013-11-03,9,2
"1707",2533,"JUST ONE LOOK","Harlan Coben",2004,5,2004-05-16,13,7
"1708",2534,"JUST REWARDS","Barbara Taylor Bradford",2006,3,2006-01-22,6,9
"1709",2535,"JUST TAKE MY HEART","Mary Higgins Clark",2009,7,2009-04-26,4,1
"1710",2536,"JUST TOO GOOD TO BE TRUE","E. Lynn Harris",2008,3,2008-08-03,10,8
"1711",2537,"JUSTICE DENIED","J. A. Jance",2007,2,2007-08-12,7,8
"1712",2538,"JUSTINE","Lawrence Durrell",1957,1,1957-10-20,16,15
"1713",2539,"KAFKA ON THE SHORE","Haruki Murakami",2005,1,2005-02-27,2,16
"1714",254,"A THING OF BEAUTY","A.J. Cronin",1956,21,1956-06-10,9,2
"1715",2540,"KALEIDOSCOPE","Danielle Steel",1987,26,1987-10-25,7,1
"1716",2541,"KALEIDOSCOPE","Stefan Zweig",1934,4,1934-04-09,5,5
"1717",2542,"KALKI","Gore Vidal",1978,9,1978-05-28,3,7
"1718",2543,"KANE & ABEL","Jeffrey Archer",1980,29,1980-04-20,9,4
"1719",2544,"KATE VAIDEN","Reynolds Price",1986,1,1986-08-03,1,15
"1720",2545,"KATHERINE","Anya Seton",1954,29,1954-10-17,11,2
"1721",2546,"KATRINA","Sally Salminen",1937,5,1937-10-04,4,4
"1722",2547,"KEEP QUIET","Lisa Scottoline",2014,4,2014-04-27,8,2
"1723",2548,"KEEP THE ASPIDISTRA FLYING","George Orwell",1956,1,1956-01-29,15,15
"1724",2549,"KENOBI","John Jackson Miller",2013,1,2013-09-15,2,12
"1725",255,"A THOUSAND ACRES","Jane Smiley",1992,2,1992-04-26,10,10
"1726",2550,"KENTUCKY SUNRISE","Fern Michaels",2002,2,2002-10-20,7,13
"1727",2551,"KG 200","J.D. Gilman and John Clive",1978,8,1978-01-01,5,13
"1728",2552,"KILL ALEX CROSS","James Patterson",2011,9,2011-12-04,12,1
"1729",2553,"KILL ME","Stephen White",2006,1,2006-03-26,13,14
"1730",2554,"KILL ME IF YOU CAN","James Patterson and Marshall Karp",2011,5,2011-09-18,10,1
"1731",2555,"KILL SHOT","Vince Flynn",2012,10,2012-02-26,14,1
"1732",2556,"KILL THE MESSENGER","Tami Hoag",2004,4,2004-07-25,1,9
"1733",2557,"KILLER","Jonathan Kellerman",2014,4,2014-03-02,8,3
"1734",2558,"KILLER DREAMS","Iris Johansen",2006,3,2006-06-18,8,8
"1735",2559,"KILLER HEAT","Linda Fairstein",2008,2,2008-03-30,13,5
"1736",256,"A THOUSAND COUNTRY ROADS","Robert James Waller",2002,9,2002-05-12,1,5
"1737",2560,"KILLER INSTINCT","James Patterson and Howard Roughan",2019,3,2019-09-29,14,4
"1738",2561,"KILLER INSTINCT","Joseph Finder",2006,1,2006-06-11,13,13
"1739",2562,"KILLER LOOK","Linda Fairstein",2016,1,2016-08-14,4,13
"1740",2563,"KILLER SMILE","Lisa Scottoline",2004,2,2004-06-20,7,14
"1741",2564,"KILLER VIEW","Ridley Pearson",2008,1,2008-08-03,2,15
"1742",2565,"KILLER WEEKEND","Ridley Pearson",2007,2,2007-07-29,10,12
"1743",2566,"KILLING COMMENDATORE","Haruki Murakami",2018,3,2018-10-28,3,8
"1744",2567,"KILLING MISTER WATSON","Peter Matthiessen",1990,5,1990-07-29,11,11
"1745",2568,"KILLING TIME","Caleb Carr",2000,1,2000-11-26,6,16
"1746",2569,"KILLING TIME","Linda Howard",2005,1,2005-07-03,13,9
"1747",257,"A THOUSAND SPLENDID SUNS","Khaled Hosseini",2007,49,2007-06-10,12,1
"1748",2570,"KILLJOY","Julie Garwood",2002,4,2002-10-06,15,5
"1749",2571,"KILLSHOT","Elmore Leonard",1989,8,1989-04-16,2,6
"1750",2572,"KINDLING","Nevil Shute",1938,2,1938-06-06,6,5
"1751",2573,"KINDRED IN DEATH","J. D. Robb",2009,3,2009-11-22,6,3
"1752",2574,"KINFLICKS","Lisa Alther",1976,7,1976-04-18,1,8
"1753",2575,"KINFOLK","Pearl S. Buck",1949,13,1949-05-15,5,6
"1754",2576,"KING AND MAXWELL","David Baldacci",2013,7,2013-12-08,8,2
"1755",2577,"KING OF PARIS","Guy Endore",1956,18,1956-10-21,10,6
"1756",2578,"KING OF THE MURGOS","David Eddings",1988,6,1988-04-10,8,6
"1757",2579,"KING RAT","James Clavell",1962,1,1962-09-23,14,13
"1758",258,"A THREAD OF GRACE","Mary Doria Russell",2005,1,2005-03-06,2,15
"1759",2580,"KING'S ROW","Henry Bellamann",1940,14,1940-04-22,5,2
"1760",2581,"KINGDOM COME","Tim LaHaye and Jerry B. Jenkins",2007,5,2007-04-22,9,3
"1761",2582,"KINGDOM OF THE BLIND","Louise Penny",2018,4,2018-12-16,5,1
"1762",2583,"KINGFISHERS CATCH FIRE","Rumer Godden",1953,17,1953-06-14,10,5
"1763",2584,"KINGSBLOOD ROYAL","Sinclair Lewis",1947,20,1947-06-15,4,1
"1764",2585,"KINSEY AND ME","Sue Grafton",2013,2,2013-01-27,1,4
"1765",2586,"KIRKLAND REVELS","Victoria Holt",1962,9,1962-02-11,15,12
"1766",2587,"KISS","Ed McBain",1992,2,1992-03-08,6,9
"1767",2588,"KISS CARLO","Adriana Trigiani",2017,4,2017-07-09,4,7
"1768",2589,"KISS KISS","Roald Dahl",1960,12,1960-02-28,15,10
"1769",259,"A TIME FOR MERCY","John Grisham",2020,6,2020-11-01,15,1
"1770",2590,"KISS ME AGAIN, STRANGER","Daphne du Maurier",1953,24,1953-03-29,11,4
"1771",2591,"KISS ME WHILE I SLEEP","Linda Howard",2004,2,2004-08-01,3,10
"1772",2592,"KISS ME, DEADLY","Mickey Spillane",1952,7,1952-11-09,12,11
"1773",2593,"KISS OF SNOW","Nalini Singh",2011,1,2011-06-19,13,9
"1774",2594,"KISS THE DEAD","Laurell K. Hamilton",2012,2,2012-06-24,8,1
"1775",2595,"KISS THE GIRLS","James Patterson",1995,12,1995-01-22,15,3
"1776",2596,"KISS THE GIRLS AND MAKE THEM CRY","Mary Higgins Clark",2019,1,2019-11-24,1,12
"1777",2597,"KISS TOMORROW GOODBYE","Horace McCoy",1948,1,1948-07-04,7,15
"1778",2598,"KISSER","Stuart Woods",2010,5,2010-02-07,6,2
"1779",2599,"KISSING KIN","Elswyth Thane",1948,5,1948-12-19,4,11
"1780",26,"1Q84","Haruki Murakami",2011,9,2011-11-13,14,2
"1781",260,"A TIME TO LOVE AND A TIME TO DIE","Erich Maria Remarque",1954,17,1954-06-13,12,6
"1782",2600,"KITTY FOYLE","Christopher Morley",1939,25,1939-11-13,4,1
"1783",2601,"KNEEL TO THE RISING SUN","Erskine Caldwell",1935,1,1935-07-01,8,8
"1784",2602,"KNIFE","Jo Nesbo",2019,1,2019-07-28,3,6
"1785",2603,"KNIFE OF DREAMS","Robert Jordan",2005,8,2005-10-30,2,1
"1786",2604,"KNIGHT IN SHINING ARMOR","Jude Deveraux",1989,10,1989-08-13,2,5
"1787",2605,"KNOCK ON ANY DOOR","Willard Motley",1947,41,1947-06-01,1,5
"1788",2606,"KNOCKOUT","Catherine Coulter",2009,4,2009-07-05,4,1
"1789",2607,"KOKO","Peter Straub",1988,8,1988-10-02,15,6
"1790",2608,"KRONDOR: Tear of the Gods","Raymond E. Feist",2001,1,2001-03-25,8,15
"1791",2609,"L.A. DEAD","Stuart Woods",2000,2,2000-11-26,5,12
"1792",261,"A TOUCH OF DEAD","Charlaine Harris",2009,4,2009-10-25,6,2
"1793",2610,"LABYRINTH","Catherine Coulter",2019,1,2019-08-18,4,7
"1794",2611,"LABYRINTH","Kate Mosse",2006,4,2006-03-26,11,10
"1795",2612,"LABYRINTH OF EVIL","James Luceno",2005,2,2005-02-13,11,9
"1796",2613,"LACE","Shirley Conran",1982,13,1982-08-29,6,6
"1797",2614,"LACE CURTAIN","Ellin Berlin",1948,11,1948-08-08,2,7
"1798",2615,"LADDER OF YEARS","Anne Tyler",1995,16,1995-04-30,3,3
"1799",2616,"LADIES' NIGHT","Mary Kay Andrews",2013,2,2013-06-23,9,5
"1800",2617,"LADY","Thomas Tryon.",1974,24,1974-12-08,9,3
"1801",2618,"LADY BOSS","Jackie Collins",1990,16,1990-10-07,5,2
"1802",2619,"LADY CHATTERLY'S LOVER","D.H. Lawrence",1959,27,1959-05-17,10,2
"1803",262,"A TRAITOR TO MEMORY","Elizabeth George",2001,7,2001-07-15,6,8
"1804",2620,"LADY IN THE LAKE","Laura Lippman",2019,2,2019-08-11,10,13
"1805",2621,"LADY KILLER","Lisa Scottoline",2008,4,2008-03-09,10,4
"1806",2622,"LADY L.","Romain Gary",1959,17,1959-01-25,16,6
"1807",2623,"LAKE NEWS","Barbara Delinsky",1999,6,1999-07-11,15,8
"1808",2624,"LAKE WOBEGON DAYS","Garrison Keillor",1985,48,1985-09-01,4,1
"1809",2625,"LAKE WOBEGON SUMMER 1956","Garrison Keillor",2001,5,2001-09-16,5,7
"1810",2626,"LAMB IN HIS BOSOM","Caroline Miller",1934,24,1934-05-21,1,1
"1811",2627,"LAMENT FOR FOUR VIRGINS","Lael Tucker",1952,2,1952-08-17,13,13
"1812",2628,"LAND OF WOLVES","Craig Johnson",2019,1,2019-10-06,13,4
"1813",2629,"LANDLINE","Rainbow Rowell",2014,1,2014-07-27,2,10
"1814",263,"A TREE GROWS IN BROOKLYN","Betty Smith",1943,51,1943-08-30,3,1
"1815",2630,"LARK ASCENDING","Mazo De La Roche",1932,1,1932-08-22,1,1
"1816",2631,"LAROSE","Louise Erdrich",2016,3,2016-05-29,5,8
"1817",2632,"LASHER","Anne Rice",1993,17,1993-10-03,15,2
"1818",2633,"LASSO ROUND THE MOON","Agnar Mykle",1960,1,1960-05-29,15,14
"1819",2634,"LAST BUS TO WISDOM","Ivan Doig",2015,1,2015-09-06,8,13
"1820",2635,"LAST CAR TO ELYSIAN FIELDS","James Lee Burke",2003,4,2003-10-12,4,11
"1821",2636,"LAST MAN STANDING","David Baldacci",2001,10,2001-11-25,3,3
"1822",2637,"LAST NIGHT AT CHATEAU MARMONT","Lauren Weisberger",2010,2,2010-09-05,6,9
"1823",2638,"LAST NIGHT IN TWISTED RIVER","John Irving",2009,2,2009-11-15,8,4
"1824",2639,"LAST OF THE BREED","Louis L'Amour",1986,26,1986-06-15,2,1
"1825",264,"A TRICK OF THE LIGHT","Louise Penny",2011,2,2011-09-18,13,4
"1826",2640,"LAST ONE HOME","Debbie Macomber",2015,3,2015-03-29,6,6
"1827",2641,"LAST TALES","Isak Dinesen",1957,9,1957-11-24,13,9
"1828",2642,"LAST TO DIE","Tess Gerritsen",2012,3,2012-09-16,16,3
"1829",2643,"LATE BLOOMER","Fern Michaels",2003,4,2003-03-02,12,5
"1830",2644,"LATE FOR THE WEDDING","Amanda Quick",2003,1,2003-05-18,15,9
"1831",2645,"LAUGHING GAS","P. G. Wodehouse",1936,4,1936-12-21,5,3
"1832",2646,"LAVENDER MORNING","Jude Deveraux",2009,2,2009-04-19,9,7
"1833",2647,"LAW AND ORDER","Dorothy Uhnak",1973,8,1973-05-27,10,7
"1834",2648,"LAWMAN","Diana Palmer",2007,1,2007-06-17,10,14
"1835",2649,"LAWRENCE SANDERS: McNALLY'S ALIBI","Vincent Lardo",2002,1,2002-08-18,8,13
"1836",265,"A TURN IN THE ROAD","Debbie Macomber",2011,3,2011-05-15,4,4
"1837",2650,"LAWRENCE SANDERS: McNALLY'S CHANCE","Vincent Lardo",2001,2,2001-08-12,8,9
"1838",2651,"LAWRENCE SANDERS: McNALLY'S DARE","Vincent Lardo",2003,1,2003-08-03,7,14
"1839",2652,"LAWRENCE SANDERS: McNALLY'S FOLLY","Vincent Lardo",2000,2,2000-08-06,8,8
"1840",2653,"LEAN MEAN THIRTEEN","Janet Evanovich",2007,8,2007-07-08,13,1
"1841",2654,"LEAP OF FAITH","Danielle Steel",2001,10,2001-07-01,15,1
"1842",2655,"LEAVE CANCELLED","Nicholas Monsarrat",1945,4,1945-10-21,16,13
"1843",2656,"LEAVE HER TO HEAVEN","Ben Ames Williams",1944,12,1944-07-30,4,3
"1844",2657,"LEAVE THE WORLD BEHIND","Rumaan Alam",2020,5,2020-10-25,2,3
"1845",2658,"LEAVING BERLIN","Joseph Kanon",2015,2,2015-03-22,12,11
"1846",2659,"LEAVING COLD SASSY","Olive Ann Burns",1992,5,1992-10-18,8,10
"1847",266,"A TWIST IN THE TALE","Jeffrey Archer",1989,4,1989-01-29,3,9
"1848",2660,"LEAVING EVERYTHING MOST LOVED","Jacqueline Winspear",2013,2,2013-04-14,5,4
"1849",2661,"LEAVING HOME","Garrison Keillor",1987,21,1987-10-04,10,2
"1850",2662,"LEAVING TIME","Jodi Picoult",2014,12,2014-11-02,11,1
"1851",2663,"LEFT FOR DEAD","J. A. Jance",2012,1,2012-02-26,8,10
"1852",2664,"LEGACY","James A. Michener",1987,1,1987-11-08,4,13
"1853",2665,"LEGACY","Danielle Steel",2010,2,2010-10-17,5,8
"1854",2666,"LEGACY","James A. Michener",1987,17,1987-09-06,10,3
"1855",2667,"LEGEND","Jude Deveraux",1996,5,1996-09-29,12,8
"1856",2668,"LEGION","William Peter Blatty",1983,1,1983-09-04,6,15
"1857",2669,"LESS THAN ZERO","Bret Easton Ellis",1985,3,1985-09-15,10,12
"1858",267,"A TWIST OF SAND","Geoffrey Jenkins",1960,2,1960-03-06,1,16
"1859",2670,"LET IT COME DOWN","Paul Bowles",1952,5,1952-03-16,16,9
"1860",2671,"LET LOVE COME LAST","Taylor Caldwell",1949,23,1949-08-21,5,2
"1861",2672,"LET ME BE FRANK WITH YOU","Richard Ford",2014,1,2014-11-23,7,14
